,store_id,store_name,score,link,price,close_day,lat,lon
0,00000001,リベルターブル 赤坂店,3.92,https://tabelog.com/tokyo/A1308/A130801/13160987/,"￥1,000～￥1,999","
                    不定休                  ",35.673109,139.738559
1,00000002,赤坂 らいもん,3.90,https://tabelog.com/tokyo/A1308/A130801/13224635/,"￥1,000～￥1,999","
                    不定休                  ",35.676867,139.736243
